Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales,Year,Quarter,Month,Month Name,Month & Year,Week Day,Day Name,Week Number,Quarter (Q)
24-09-2019,Denmark,Metro,Samsung,Bitel,590,77,820,63140,2019,3,9,Sep,Sep-19,2,Tue,39,Q3
20-11-2020,Germany,Ripley,Samsung,Bitel,590,8,820,6560,2020,4,11,Nov,Nov-20,5,Fri,47,Q4
25-11-2019,Jamaica,Metro,Samsung,Bitel,590,79,820,64780,2019,4,11,Nov,Nov-19,1,Mon,48,Q4
01-06-2021,Canada,Saga Falabella,Samsung,Bitel,590,27,820,22140,2021,2,6,Jun,Jun-21,2,Tue,23,Q2
07-09-2020,Brasil,Metro,Samsung,Bitel,590,22,820,18040,2020,3,9,Sep,Sep-20,1,Mon,37,Q3
18-04-2018,Canada,Metro,Samsung,Bitel,590,59,820,48380,2018,2,4,Apr,Apr-18,3,Wed,16,Q2
16-02-2021,Ireland,Oeschle,Samsung,Bitel,590,121,820,99220,2021,1,2,Feb,Feb-21,2,Tue,8,Q1
13-06-2018,United Kingdom,Saga Falabella,Samsung,Bitel,590,29,820,23780,2018,2,6,Jun,Jun-18,3,Wed,24,Q2
30-05-2020,Brasil,Saga Falabella,Samsung,Bitel,590,3,820,2460,2020,2,5,May,May-20,6,Sat,22,Q2
08-07-2020,Chile,Metro,Samsung,Bitel,590,65,820,53300,2020,3,7,Jul,Jul-20,3,Wed,28,Q3
21-06-2019,Ireland,Oeschle,Samsung,Bitel,590,57,820,46740,2019,2,6,Jun,Jun-19,5,Fri,25,Q2
28-06-2020,Germany,Oeschle,Samsung,Bitel,590,70,820,57400,2020,2,6,Jun,Jun-20,7,Sun,26,Q2
05-04-2018,Cuba,Oeschle,Samsung,Bitel,590,92,820,75440,2018,2,4,Apr,Apr-18,4,Thu,14,Q2
19-04-2021,France,Tottus,Samsung,Bitel,590,53,820,43460,2021,2,4,Apr,Apr-21,1,Mon,17,Q2
24-11-2021,Spain,Ripley,Samsung,Bitel,590,1,820,820,2021,4,11,Nov,Nov-21,3,Wed,48,Q4
31-10-2021,Ireland,Metro,Samsung,Bitel,590,53,820,43460,2021,4,10,Oct,Oct-21,7,Sun,44,Q4
31-01-2021,Mexico,Saga Falabella,Samsung,Bitel,590,11,820,9020,2021,1,1,Jan,Jan-21,7,Sun,5,Q1
27-11-2021,Switzerland,Plaza Vea,Samsung,Bitel,590,107,820,87740,2021,4,11,Nov,Nov-21,6,Sat,48,Q4
15-02-2021,Mexico,Metro,Samsung,Bitel,590,71,820,58220,2021,1,2,Feb,Feb-21,1,Mon,8,Q1
12-05-2019,Germany,Metro,Samsung,Bitel,590,59,820,48380,2019,2,5,May,May-19,7,Sun,19,Q2
07-05-2020,Guatemala,Tottus,Samsung,Bitel,590,17,820,13940,2020,2,5,May,May-20,4,Thu,19,Q2
09-11-2021,Guatemala,Plaza Vea,Samsung,Bitel,590,83,820,68060,2021,4,11,Nov,Nov-21,2,Tue,46,Q4
25-02-2018,Cuba,Tottus,Samsung,Bitel,590,119,820,97580,2018,1,2,Feb,Feb-18,7,Sun,8,Q1
23-09-2021,El Salvador,Plaza Vea,Samsung,Bitel,590,48,820,39360,2021,3,9,Sep,Sep-21,4,Thu,39,Q3
04-02-2018,United Kingdom,Metro,Samsung,Tuenti,590,142,820,116440,2018,1,2,Feb,Feb-18,7,Sun,5,Q1
12-07-2021,Mexico,Ripley,Samsung,Tuenti,590,79,820,64780,2021,3,7,Jul,Jul-21,1,Mon,29,Q3
09-02-2021,Spain,Plaza Vea,Samsung,Tuenti,590,27,820,22140,2021,1,2,Feb,Feb-21,2,Tue,7,Q1
25-12-2018,Cuba,Tottus,Samsung,Tuenti,590,99,820,81180,2018,4,12,Dec,Dec-18,2,Tue,52,Q4
03-03-2019,Portugal,Ripley,Samsung,Tuenti,590,5,820,4100,2019,1,3,Mar,Mar-19,7,Sun,9,Q1
11-06-2020,Canada,Oeschle,Samsung,Tuenti,590,223,820,182860,2020,2,6,Jun,Jun-20,4,Thu,24,Q2
22-01-2020,Bolivia,Saga Falabella,Samsung,Tuenti,590,42,820,34440,2020,1,1,Jan,Jan-20,3,Wed,4,Q1
06-04-2019,Canada,Ripley,Samsung,Tuenti,590,5,820,4100,2019,2,4,Apr,Apr-19,6,Sat,14,Q2
31-07-2021,Bolivia,Tottus,Samsung,Tuenti,590,52,820,42640,2021,3,7,Jul,Jul-21,6,Sat,31,Q3
19-04-2021,Uruguay,Oeschle,Samsung,Tuenti,590,69,820,56580,2021,2,4,Apr,Apr-21,1,Mon,17,Q2
17-10-2018,France,Tottus,Samsung,Tuenti,590,49,820,40180,2018,4,10,Oct,Oct-18,3,Wed,42,Q4
10-02-2021,Uruguay,Oeschle,Samsung,Tuenti,590,69,820,56580,2021,1,2,Feb,Feb-21,3,Wed,7,Q1
28-03-2020,Cuba,Plaza Vea,Samsung,Tuenti,590,88,820,72160,2020,1,3,Mar,Mar-20,6,Sat,13,Q1
30-06-2019,El Salvador,Metro,Samsung,Tuenti,590,18,820,14760,2019,2,6,Jun,Jun-19,7,Sun,26,Q2
12-04-2021,Portugal,Ripley,Samsung,Tuenti,590,23,820,18860,2021,2,4,Apr,Apr-21,1,Mon,16,Q2
18-12-2019,United Kingdom,Saga Falabella,Samsung,Tuenti,590,1,820,820,2019,4,12,Dec,Dec-19,3,Wed,51,Q4
17-03-2019,Germany,Plaza Vea,Samsung,Tuenti,590,27,820,22140,2019,1,3,Mar,Mar-19,7,Sun,11,Q1
22-06-2019,Portugal,Tottus,Samsung,Tuenti,590,82,820,67240,2019,2,6,Jun,Jun-19,6,Sat,25,Q2
18-12-2021,Ireland,Oeschle,Samsung,Tuenti,590,219,820,179580,2021,4,12,Dec,Dec-21,6,Sat,51,Q4
30-07-2021,Denmark,Tottus,Samsung,Tuenti,590,235,820,192700,2021,3,7,Jul,Jul-21,5,Fri,31,Q3
12-12-2018,Germany,Oeschle,Samsung,Tuenti,590,58,820,47560,2018,4,12,Dec,Dec-18,3,Wed,50,Q4
13-11-2021,Brasil,Tottus,Samsung,Tuenti,590,58,820,47560,2021,4,11,Nov,Nov-21,6,Sat,46,Q4
06-09-2019,Mexico,Oeschle,Samsung,Tuenti,590,107,820,87740,2019,3,9,Sep,Sep-19,5,Fri,36,Q3
15-02-2020,USA,Ripley,Samsung,Tuenti,590,96,820,78720,2020,1,2,Feb,Feb-20,6,Sat,7,Q1
15-11-2020,Jamaica,Tottus,Samsung,Tuenti,590,139,820,113980,2020,4,11,Nov,Nov-20,7,Sun,46,Q4
02-02-2020,El Salvador,Oeschle,Samsung,Tuenti,590,115,820,94300,2020,1,2,Feb,Feb-20,7,Sun,5,Q1
18-01-2021,Portugal,Tottus,Samsung,Tuenti,590,62,820,50840,2021,1,1,Jan,Jan-21,1,Mon,4,Q1
08-04-2020,Portugal,Tottus,Samsung,Tuenti,590,140,820,114800,2020,2,4,Apr,Apr-20,3,Wed,15,Q2
17-02-2021,Uruguay,Metro,Samsung,Tuenti,590,111,820,91020,2021,1,2,Feb,Feb-21,3,Wed,8,Q1
18-08-2020,Canada,Ripley,Samsung,Tuenti,590,71,820,58220,2020,3,8,Aug,Aug-20,2,Tue,34,Q3
14-04-2018,Portugal,Saga Falabella,Samsung,Tuenti,590,1,820,820,2018,2,4,Apr,Apr-18,6,Sat,15,Q2
05-04-2019,Paraguay,Tottus,Samsung,Tuenti,590,241,820,197620,2019,2,4,Apr,Apr-19,5,Fri,14,Q2
10-08-2021,United Kingdom,Metro,Samsung,Tuenti,590,110,820,90200,2021,3,8,Aug,Aug-21,2,Tue,33,Q3
01-10-2019,Argentina,Plaza Vea,Samsung,Tuenti,590,105,820,86100,2019,4,10,Oct,Oct-19,2,Tue,40,Q4
13-08-2021,Brasil,Ripley,Samsung,Tuenti,590,71,820,58220,2021,3,8,Aug,Aug-21,5,Fri,33,Q3
16-12-2019,Jamaica,Oeschle,Samsung,Tuenti,590,25,820,20500,2019,4,12,Dec,Dec-19,1,Mon,51,Q4
27-07-2020,Portugal,Ripley,Samsung,Tuenti,590,30,820,24600,2020,3,7,Jul,Jul-20,1,Mon,31,Q3
22-04-2018,El Salvador,Metro,Samsung,Tuenti,590,36,820,29520,2018,2,4,Apr,Apr-18,7,Sun,16,Q2
29-10-2019,Denmark,Plaza Vea,Samsung,Tuenti,590,49,820,40180,2019,4,10,Oct,Oct-19,2,Tue,44,Q4
06-01-2020,USA,Tottus,Samsung,Tuenti,590,270,820,221400,2020,1,1,Jan,Jan-20,1,Mon,2,Q1
23-12-2020,Portugal,Tottus,Samsung,Tuenti,590,192,820,157440,2020,4,12,Dec,Dec-20,3,Wed,52,Q4
15-10-2021,Switzerland,Ripley,Samsung,Tuenti,590,82,820,67240,2021,4,10,Oct,Oct-21,5,Fri,42,Q4
10-08-2021,Chile,Oeschle,Samsung,Tuenti,590,63,820,51660,2021,3,8,Aug,Aug-21,2,Tue,33,Q3
31-12-2021,Portugal,Metro,Samsung,Tuenti,590,30,820,24600,2021,4,12,Dec,Dec-21,5,Fri,53,Q4
28-09-2020,El Salvador,Metro,Samsung,Tuenti,590,76,820,62320,2020,3,9,Sep,Sep-20,1,Mon,40,Q3
31-07-2018,United Kingdom,Saga Falabella,Samsung,Tuenti,590,45,820,36900,2018,3,7,Jul,Jul-18,2,Tue,31,Q3
19-02-2019,Mexico,Saga Falabella,Samsung,Tuenti,590,11,820,9020,2019,1,2,Feb,Feb-19,2,Tue,8,Q1
19-09-2020,Cuba,Saga Falabella,Samsung,Tuenti,590,34,820,27880,2020,3,9,Sep,Sep-20,6,Sat,38,Q3
19-03-2021,Chile,Ripley,Samsung,Tuenti,590,46,820,37720,2021,1,3,Mar,Mar-21,5,Fri,12,Q1
25-02-2021,Jamaica,Oeschle,Samsung,Tuenti,590,144,820,118080,2021,1,2,Feb,Feb-21,4,Thu,9,Q1
19-06-2019,Portugal,Ripley,Samsung,Tuenti,590,1,820,820,2019,2,6,Jun,Jun-19,3,Wed,25,Q2
08-04-2018,El Salvador,Tottus,Samsung,Tuenti,590,295,820,241900,2018,2,4,Apr,Apr-18,7,Sun,14,Q2
15-02-2019,Spain,Oeschle,Samsung,Tuenti,590,24,820,19680,2019,1,2,Feb,Feb-19,5,Fri,7,Q1
14-07-2018,Guatemala,Tottus,Samsung,Tuenti,590,29,820,23780,2018,3,7,Jul,Jul-18,6,Sat,28,Q3
20-09-2018,Jamaica,Saga Falabella,Samsung,Tuenti,590,43,820,35260,2018,3,9,Sep,Sep-18,4,Thu,38,Q3
28-11-2020,Guatemala,Saga Falabella,Samsung,Tuenti,590,32,820,26240,2020,4,11,Nov,Nov-20,6,Sat,48,Q4
04-02-2018,United Kingdom,Metro,Samsung,Tuenti,590,142,820,116440,2018,1,2,Feb,Feb-18,7,Sun,5,Q1
12-07-2021,Mexico,Ripley,Samsung,Tuenti,590,79,820,64780,2021,3,7,Jul,Jul-21,1,Mon,29,Q3
09-02-2021,Spain,Plaza Vea,Samsung,Tuenti,590,27,820,22140,2021,1,2,Feb,Feb-21,2,Tue,7,Q1
25-12-2018,Cuba,Tottus,Samsung,Tuenti,590,99,820,81180,2018,4,12,Dec,Dec-18,2,Tue,52,Q4
03-03-2019,Portugal,Ripley,Samsung,Tuenti,590,5,820,4100,2019,1,3,Mar,Mar-19,7,Sun,9,Q1
11-06-2020,Canada,Oeschle,Samsung,Tuenti,590,223,820,182860,2020,2,6,Jun,Jun-20,4,Thu,24,Q2
22-01-2020,Bolivia,Saga Falabella,Samsung,Tuenti,590,42,820,34440,2020,1,1,Jan,Jan-20,3,Wed,4,Q1
06-04-2019,Canada,Ripley,Samsung,Tuenti,590,5,820,4100,2019,2,4,Apr,Apr-19,6,Sat,14,Q2
31-07-2021,Bolivia,Tottus,Samsung,Tuenti,590,52,820,42640,2021,3,7,Jul,Jul-21,6,Sat,31,Q3
19-04-2021,Uruguay,Oeschle,Samsung,Tuenti,590,69,820,56580,2021,2,4,Apr,Apr-21,1,Mon,17,Q2
17-10-2018,France,Tottus,Samsung,Tuenti,590,49,820,40180,2018,4,10,Oct,Oct-18,3,Wed,42,Q4
10-02-2021,Uruguay,Oeschle,Samsung,Tuenti,590,69,820,56580,2021,1,2,Feb,Feb-21,3,Wed,7,Q1
28-03-2020,Cuba,Plaza Vea,Samsung,Tuenti,590,88,820,72160,2020,1,3,Mar,Mar-20,6,Sat,13,Q1
30-06-2019,El Salvador,Metro,Samsung,Tuenti,590,18,820,14760,2019,2,6,Jun,Jun-19,7,Sun,26,Q2
12-04-2021,Portugal,Ripley,Samsung,Tuenti,590,23,820,18860,2021,2,4,Apr,Apr-21,1,Mon,16,Q2
18-12-2019,United Kingdom,Saga Falabella,Samsung,Tuenti,590,1,820,820,2019,4,12,Dec,Dec-19,3,Wed,51,Q4
17-03-2019,Germany,Plaza Vea,Samsung,Tuenti,590,27,820,22140,2019,1,3,Mar,Mar-19,7,Sun,11,Q1
22-06-2019,Portugal,Tottus,Samsung,Tuenti,590,82,820,67240,2019,2,6,Jun,Jun-19,6,Sat,25,Q2
18-12-2021,Ireland,Oeschle,Samsung,Tuenti,590,219,820,179580,2021,4,12,Dec,Dec-21,6,Sat,51,Q4
30-07-2021,Denmark,Tottus,Samsung,Tuenti,590,235,820,192700,2021,3,7,Jul,Jul-21,5,Fri,31,Q3
12-12-2018,Germany,Oeschle,Samsung,Tuenti,590,58,820,47560,2018,4,12,Dec,Dec-18,3,Wed,50,Q4
13-11-2021,Brasil,Tottus,Samsung,Tuenti,590,58,820,47560,2021,4,11,Nov,Nov-21,6,Sat,46,Q4
06-09-2019,Mexico,Oeschle,Samsung,Tuenti,590,107,820,87740,2019,3,9,Sep,Sep-19,5,Fri,36,Q3
15-02-2020,USA,Ripley,Samsung,Tuenti,590,96,820,78720,2020,1,2,Feb,Feb-20,6,Sat,7,Q1
15-11-2020,Jamaica,Tottus,Samsung,Tuenti,590,139,820,113980,2020,4,11,Nov,Nov-20,7,Sun,46,Q4
02-02-2020,El Salvador,Oeschle,Samsung,Tuenti,590,115,820,94300,2020,1,2,Feb,Feb-20,7,Sun,5,Q1
18-01-2021,Portugal,Tottus,Samsung,Tuenti,590,62,820,50840,2021,1,1,Jan,Jan-21,1,Mon,4,Q1
08-04-2020,Portugal,Tottus,Samsung,Tuenti,590,140,820,114800,2020,2,4,Apr,Apr-20,3,Wed,15,Q2
17-02-2021,Uruguay,Metro,Samsung,Tuenti,590,111,820,91020,2021,1,2,Feb,Feb-21,3,Wed,8,Q1
18-08-2020,Canada,Ripley,Samsung,Tuenti,590,71,820,58220,2020,3,8,Aug,Aug-20,2,Tue,34,Q3
14-04-2018,Portugal,Saga Falabella,Samsung,Tuenti,590,1,820,820,2018,2,4,Apr,Apr-18,6,Sat,15,Q2
05-04-2019,Paraguay,Tottus,Samsung,Tuenti,590,241,820,197620,2019,2,4,Apr,Apr-19,5,Fri,14,Q2
10-08-2021,United Kingdom,Metro,Samsung,Tuenti,590,110,820,90200,2021,3,8,Aug,Aug-21,2,Tue,33,Q3
01-10-2019,Argentina,Plaza Vea,Samsung,Tuenti,590,105,820,86100,2019,4,10,Oct,Oct-19,2,Tue,40,Q4
13-08-2021,Brasil,Ripley,Samsung,Tuenti,590,71,820,58220,2021,3,8,Aug,Aug-21,5,Fri,33,Q3
16-12-2019,Jamaica,Oeschle,Samsung,Tuenti,590,25,820,20500,2019,4,12,Dec,Dec-19,1,Mon,51,Q4
27-07-2020,Portugal,Ripley,Samsung,Tuenti,590,30,820,24600,2020,3,7,Jul,Jul-20,1,Mon,31,Q3
22-04-2018,El Salvador,Metro,Samsung,Tuenti,590,36,820,29520,2018,2,4,Apr,Apr-18,7,Sun,16,Q2
29-10-2019,Denmark,Plaza Vea,Samsung,Tuenti,590,49,820,40180,2019,4,10,Oct,Oct-19,2,Tue,44,Q4
06-01-2020,USA,Tottus,Samsung,Tuenti,590,270,820,221400,2020,1,1,Jan,Jan-20,1,Mon,2,Q1
23-12-2020,Portugal,Tottus,Samsung,Tuenti,590,192,820,157440,2020,4,12,Dec,Dec-20,3,Wed,52,Q4
15-10-2021,Switzerland,Ripley,Samsung,Tuenti,590,82,820,67240,2021,4,10,Oct,Oct-21,5,Fri,42,Q4
10-08-2021,Chile,Oeschle,Samsung,Tuenti,590,63,820,51660,2021,3,8,Aug,Aug-21,2,Tue,33,Q3
31-12-2021,Portugal,Metro,Samsung,Tuenti,590,30,820,24600,2021,4,12,Dec,Dec-21,5,Fri,53,Q4
28-09-2020,El Salvador,Metro,Samsung,Tuenti,590,76,820,62320,2020,3,9,Sep,Sep-20,1,Mon,40,Q3
31-07-2018,United Kingdom,Saga Falabella,Samsung,Tuenti,590,45,820,36900,2018,3,7,Jul,Jul-18,2,Tue,31,Q3
19-02-2019,Mexico,Saga Falabella,Samsung,Tuenti,590,11,820,9020,2019,1,2,Feb,Feb-19,2,Tue,8,Q1
19-09-2020,Cuba,Saga Falabella,Samsung,Tuenti,590,34,820,27880,2020,3,9,Sep,Sep-20,6,Sat,38,Q3
19-03-2021,Chile,Ripley,Samsung,Tuenti,590,46,820,37720,2021,1,3,Mar,Mar-21,5,Fri,12,Q1
25-02-2021,Jamaica,Oeschle,Samsung,Tuenti,590,144,820,118080,2021,1,2,Feb,Feb-21,4,Thu,9,Q1
19-06-2019,Portugal,Ripley,Samsung,Tuenti,590,1,820,820,2019,2,6,Jun,Jun-19,3,Wed,25,Q2
08-04-2018,El Salvador,Tottus,Samsung,Tuenti,590,295,820,241900,2018,2,4,Apr,Apr-18,7,Sun,14,Q2
15-02-2019,Spain,Oeschle,Samsung,Tuenti,590,24,820,19680,2019,1,2,Feb,Feb-19,5,Fri,7,Q1
14-07-2018,Guatemala,Tottus,Samsung,Tuenti,590,29,820,23780,2018,3,7,Jul,Jul-18,6,Sat,28,Q3
20-09-2018,Jamaica,Saga Falabella,Samsung,Tuenti,590,43,820,35260,2018,3,9,Sep,Sep-18,4,Thu,38,Q3
28-11-2020,Guatemala,Saga Falabella,Samsung,Tuenti,590,32,820,26240,2020,4,11,Nov,Nov-20,6,Sat,48,Q4
18-10-2019,Portugal,Oeschle,Samsung,Entel,590,39,820,31980,2019,4,10,Oct,Oct-19,5,Fri,42,Q4
08-11-2019,Ireland,Oeschle,Samsung,Entel,590,43,820,35260,2019,4,11,Nov,Nov-19,5,Fri,45,Q4
27-06-2018,Chile,Oeschle,Samsung,Entel,590,139,820,113980,2018,2,6,Jun,Jun-18,3,Wed,26,Q2
20-07-2019,Jamaica,Tottus,Samsung,Entel,590,173,820,141860,2019,3,7,Jul,Jul-19,6,Sat,29,Q3
20-01-2021,Denmark,Metro,Samsung,Entel,590,31,820,25420,2021,1,1,Jan,Jan-21,3,Wed,4,Q1
29-01-2018,Ireland,Saga Falabella,Samsung,Entel,590,11,820,9020,2018,1,1,Jan,Jan-18,1,Mon,5,Q1
16-05-2018,Guatemala,Tottus,Samsung,Entel,590,26,820,21320,2018,2,5,May,May-18,3,Wed,20,Q2
08-10-2020,Portugal,Metro,Samsung,Entel,590,2,820,1640,2020,4,10,Oct,Oct-20,4,Thu,41,Q4
14-10-2019,Denmark,Tottus,Samsung,Entel,590,92,820,75440,2019,4,10,Oct,Oct-19,1,Mon,42,Q4
07-12-2019,Guatemala,Oeschle,Samsung,Entel,590,18,820,14760,2019,4,12,Dec,Dec-19,6,Sat,49,Q4
27-05-2021,Peru,Saga Falabella,Samsung,Entel,590,22,820,18040,2021,2,5,May,May-21,4,Thu,22,Q2
16-04-2020,Germany,Oeschle,Samsung,Entel,590,17,820,13940,2020,2,4,Apr,Apr-20,4,Thu,16,Q2
01-12-2018,Argentina,Metro,Samsung,Entel,590,10,820,8200,2018,4,12,Dec,Dec-18,6,Sat,48,Q4
21-05-2021,Peru,Oeschle,Samsung,Entel,590,32,820,26240,2021,2,5,May,May-21,5,Fri,21,Q2
17-11-2019,El Salvador,Saga Falabella,Samsung,Entel,590,4,820,3280,2019,4,11,Nov,Nov-19,7,Sun,46,Q4
19-04-2021,Argentina,Metro,Samsung,Entel,590,75,820,61500,2021,2,4,Apr,Apr-21,1,Mon,17,Q2
28-07-2019,Jamaica,Metro,Samsung,Entel,590,29,820,23780,2019,3,7,Jul,Jul-19,7,Sun,30,Q3
30-03-2021,Brasil,Plaza Vea,Samsung,Entel,590,33,820,27060,2021,1,3,Mar,Mar-21,2,Tue,14,Q1
30-04-2020,Canada,Tottus,Samsung,Entel,590,55,820,45100,2020,2,4,Apr,Apr-20,4,Thu,18,Q2
16-08-2021,Chile,Tottus,Samsung,Entel,590,110,820,90200,2021,3,8,Aug,Aug-21,1,Mon,34,Q3
13-06-2020,Argentina,Oeschle,Samsung,Entel,590,65,820,53300,2020,2,6,Jun,Jun-20,6,Sat,24,Q2
06-06-2021,Germany,Plaza Vea,Samsung,Entel,590,108,820,88560,2021,2,6,Jun,Jun-21,7,Sun,23,Q2
08-05-2021,Switzerland,Plaza Vea,Samsung,Entel,590,86,820,70520,2021,2,5,May,May-21,6,Sat,19,Q2
12-09-2020,Brasil,Ripley,Samsung,Entel,590,60,820,49200,2020,3,9,Sep,Sep-20,6,Sat,37,Q3
08-09-2021,Chile,Metro,Samsung,Entel,590,20,820,16400,2021,3,9,Sep,Sep-21,3,Wed,37,Q3
26-10-2019,Colombia,Ripley,Samsung,Entel,590,42,820,34440,2019,4,10,Oct,Oct-19,6,Sat,43,Q4
31-03-2020,Switzerland,Metro,Samsung,Entel,590,56,820,45920,2020,1,3,Mar,Mar-20,2,Tue,14,Q1
10-05-2021,Brasil,Oeschle,Samsung,Entel,590,181,820,148420,2021,2,5,May,May-21,1,Mon,20,Q2
11-05-2019,Paraguay,Tottus,Samsung,Entel,590,202,820,165640,2019,2,5,May,May-19,6,Sat,19,Q2
30-10-2021,Ireland,Plaza Vea,Samsung,Entel,590,6,820,4920,2021,4,10,Oct,Oct-21,6,Sat,44,Q4
23-09-2021,Bolivia,Oeschle,Samsung,Entel,590,194,820,159080,2021,3,9,Sep,Sep-21,4,Thu,39,Q3
18-04-2019,Argentina,Metro,Samsung,Entel,590,114,820,93480,2019,2,4,Apr,Apr-19,4,Thu,16,Q2
21-08-2019,Portugal,Ripley,Samsung,Entel,590,42,820,34440,2019,3,8,Aug,Aug-19,3,Wed,34,Q3
26-08-2021,Denmark,Ripley,Samsung,Entel,590,64,820,52480,2021,3,8,Aug,Aug-21,4,Thu,35,Q3
19-05-2019,Chile,Metro,Samsung,Entel,590,9,820,7380,2019,2,5,May,May-19,7,Sun,20,Q2
19-01-2021,Colombia,Oeschle,Samsung,Entel,590,149,820,122180,2021,1,1,Jan,Jan-21,2,Tue,4,Q1
05-08-2019,Uruguay,Oeschle,Samsung,Entel,590,171,820,140220,2019,3,8,Aug,Aug-19,1,Mon,32,Q3
10-01-2020,Peru,Oeschle,Samsung,Entel,590,2,820,1640,2020,1,1,Jan,Jan-20,5,Fri,2,Q1
17-08-2018,Paraguay,Tottus,Samsung,Entel,590,125,820,102500,2018,3,8,Aug,Aug-18,5,Fri,33,Q3
12-09-2019,El Salvador,Ripley,Samsung,Entel,590,11,820,9020,2019,3,9,Sep,Sep-19,4,Thu,37,Q3
25-01-2019,Portugal,Oeschle,Samsung,Entel,590,44,820,36080,2019,1,1,Jan,Jan-19,5,Fri,4,Q1
17-07-2021,Bolivia,Metro,Samsung,Entel,590,115,820,94300,2021,3,7,Jul,Jul-21,6,Sat,29,Q3
19-08-2021,Portugal,Ripley,Samsung,Entel,590,16,820,13120,2021,3,8,Aug,Aug-21,4,Thu,34,Q3
27-08-2018,Uruguay,Oeschle,Samsung,Entel,590,36,820,29520,2018,3,8,Aug,Aug-18,1,Mon,35,Q3
09-09-2021,Canada,Saga Falabella,Samsung,Entel,590,29,820,23780,2021,3,9,Sep,Sep-21,4,Thu,37,Q3
23-04-2021,Uruguay,Plaza Vea,Samsung,Entel,590,62,820,50840,2021,2,4,Apr,Apr-21,5,Fri,17,Q2
28-09-2020,Peru,Oeschle,Samsung,Entel,590,116,820,95120,2020,3,9,Sep,Sep-20,1,Mon,40,Q3
07-06-2021,El Salvador,Metro,Samsung,Entel,590,109,820,89380,2021,2,6,Jun,Jun-21,1,Mon,24,Q2
29-06-2018,Peru,Metro,Samsung,Entel,590,11,820,9020,2018,2,6,Jun,Jun-18,5,Fri,26,Q2
21-05-2021,Uruguay,Tottus,Samsung,Entel,590,30,820,24600,2021,2,5,May,May-21,5,Fri,21,Q2
11-11-2021,Switzerland,Oeschle,Samsung,Entel,590,108,820,88560,2021,4,11,Nov,Nov-21,4,Thu,46,Q4
16-07-2021,Peru,Oeschle,Samsung,Entel,590,137,820,112340,2021,3,7,Jul,Jul-21,5,Fri,29,Q3
06-04-2020,Ireland,Tottus,Samsung,Entel,590,212,820,173840,2020,2,4,Apr,Apr-20,1,Mon,15,Q2
23-08-2021,Germany,Saga Falabella,Samsung,Entel,590,17,820,13940,2021,3,8,Aug,Aug-21,1,Mon,35,Q3
08-02-2019,Cuba,Oeschle,Samsung,Entel,590,46,820,37720,2019,1,2,Feb,Feb-19,5,Fri,6,Q1
14-08-2021,Bolivia,Tottus,Samsung,Entel,590,34,820,27880,2021,3,8,Aug,Aug-21,6,Sat,33,Q3
07-03-2021,Venezuela,Oeschle,Samsung,Entel,590,193,820,158260,2021,1,3,Mar,Mar-21,7,Sun,10,Q1
15-07-2021,Brasil,Ripley,Samsung,Entel,590,11,820,9020,2021,3,7,Jul,Jul-21,4,Thu,29,Q3
16-09-2020,Portugal,Plaza Vea,Samsung,Entel,590,107,820,87740,2020,3,9,Sep,Sep-20,3,Wed,38,Q3
18-10-2019,Portugal,Oeschle,Samsung,Entel,590,39,820,31980,2019,4,10,Oct,Oct-19,5,Fri,42,Q4
08-11-2019,Ireland,Oeschle,Samsung,Entel,590,43,820,35260,2019,4,11,Nov,Nov-19,5,Fri,45,Q4
27-06-2018,Chile,Oeschle,Samsung,Entel,590,139,820,113980,2018,2,6,Jun,Jun-18,3,Wed,26,Q2
20-07-2019,Jamaica,Tottus,Samsung,Entel,590,173,820,141860,2019,3,7,Jul,Jul-19,6,Sat,29,Q3
20-01-2021,Denmark,Metro,Samsung,Entel,590,31,820,25420,2021,1,1,Jan,Jan-21,3,Wed,4,Q1
29-01-2018,Ireland,Saga Falabella,Samsung,Entel,590,11,820,9020,2018,1,1,Jan,Jan-18,1,Mon,5,Q1
16-05-2018,Guatemala,Tottus,Samsung,Entel,590,26,820,21320,2018,2,5,May,May-18,3,Wed,20,Q2
08-10-2020,Portugal,Metro,Samsung,Entel,590,2,820,1640,2020,4,10,Oct,Oct-20,4,Thu,41,Q4
14-10-2019,Denmark,Tottus,Samsung,Entel,590,92,820,75440,2019,4,10,Oct,Oct-19,1,Mon,42,Q4
07-12-2019,Guatemala,Oeschle,Samsung,Entel,590,18,820,14760,2019,4,12,Dec,Dec-19,6,Sat,49,Q4
27-05-2021,Peru,Saga Falabella,Samsung,Entel,590,22,820,18040,2021,2,5,May,May-21,4,Thu,22,Q2
16-04-2020,Germany,Oeschle,Samsung,Entel,590,17,820,13940,2020,2,4,Apr,Apr-20,4,Thu,16,Q2
01-12-2018,Argentina,Metro,Samsung,Entel,590,10,820,8200,2018,4,12,Dec,Dec-18,6,Sat,48,Q4
21-05-2021,Peru,Oeschle,Samsung,Entel,590,32,820,26240,2021,2,5,May,May-21,5,Fri,21,Q2
17-11-2019,El Salvador,Saga Falabella,Samsung,Entel,590,4,820,3280,2019,4,11,Nov,Nov-19,7,Sun,46,Q4
19-04-2021,Argentina,Metro,Samsung,Entel,590,75,820,61500,2021,2,4,Apr,Apr-21,1,Mon,17,Q2
